1 1 0.690104 0.0425467
1.77911 0.611696 5.92486 0.0683435
1.87643 0.303343 7.20738 0.0495484
1.167 0.597449 0.145143 0.010038
0.953324 1.41372 3.16067 0.190913
0.38846 1.86087 5.43115 0.207337
1.1944 1.06589 2.28815 0.0876193
1.52433 0.465917 2.03221 0.0133174
0.95709 0.361766 0.668009 0.0111161
0.881323 -0.283342 1.86314 0.0373978
0.38371 0.263404 1.62521 0.0152224
-0.153629 0.199829 3.49702 0.0518949
0.302503 -0.651499 0.0208916 0.00658448
0.909721 -0.482881 -0.191239 0.00845612
0.147257 0.385911 1.25347 0.0202543
0.885762 0.974115 0.250879 0.024873
0.851048 1.37791 2.18854 0.112144
0.989101 1.10422 1.16578 0.0565828
1.47195 1.18136 6.89992 0.167191
1.60726 1.26901 10.242 0.254027
0.919483 1.65898 5.94743 0.13577
1.12151 0.929318 1.01152 0.0373935
1.10647 0.552218 -0.0487782 0.0061781
1.62546 0.22899 5.44801 0.0591967
1.15913 0.744404 0.449182 0.0125427
0.758164 0.472863 -0.183194 0.00919697
0.759995 0.213731 4.34222 0.0450209
1.09888 0.485185 0.0459194 0.00389332
0.98184 0.561552 -0.285832 0.00227587
0.472012 0.822173 -0.258395 0.00614947
0.99037 1.65684 6.24475 0.17314
0.80939 1.03031 0.224685 0.0165971
0.139063 0.560196 0.417726 0.0105292
-0.695643 1.39205 1.45348 0.0510712
-0.410912 0.753698 -0.206653 0.00703281
-0.182182 1.29493 0.237116 0.0213265
0.647565 0.465399 -0.173654 0.00887416
0.449273 -0.271057 1.86304 0.0395238
0.246413 -1.07367 -0.179959 0.0178279
0.459832 -0.395241 0.213882 0.0101602
0.698611 -0.36583 0.588744 0.0203911
-0.110275 0.327607 1.94772 0.0278511
0.097251 0.254438 3.15174 0.0351165
0.010353 -0.56885 0.433168 0.0122851
-0.195354 -1.42254 0.69362 0.0341988
-0.830877 -2.28657 17.8915 0.651755
-1.5168 -2.24624 33.3156 1.05872
-0.643933 -1.65937 3.41556 0.191654
-0.785234 -0.954004 -0.0173212 0.0190509
-1.1 -0.646961 -0.00429138 0.0139744
-1.35852 -1.3304 6.59973 0.129558
-0.891707 -1.21391 1.31014 0.0682477
-0.902609 -0.540018 -0.345089 0.00491457
-1.33573 -1.00312 3.0867 0.0499951
-0.96633 -1.20157 1.46636 0.0602251
-0.373928 -1.91763 6.44119 0.22101
0.210876 -2.34091 15.7406 0.314571
-0.015746 -1.83435 4.30271 0.146732
-0.858034 -1.52857 3.3196 0.0908567
-1.4714 -1.38179 9.53496 0.179492
-1.40849 -1.11821 5.32239 0.0863773
-1.02009 -1.61813 6.17595 0.248001
-0.698655 -1.08568 0.195137 0.0352058
-0.968437 -1.23262 1.79761 0.0852825
-1.72856 -0.787361 6.9344 0.0722058
-2.31139 -0.886846 27.7888 0.245892
-2.19235 -0.450502 15.0475 0.0866875
-2.02434 -0.354095 9.90868 0.0587005
-2.17119 -0.964213 23.3114 0.0926835
-2.43556 -0.390169 24.6874 0.0996177
-2.35074 0.343357 20.7137 0.0819842
-2.01557 0.498152 10.0817 0.0281711
-2.02249 0.338908 10.0053 0.0655306
-1.45665 0.202634 5.55921 0.0945758
-1.98945 -0.121721 22.9382 0.552056
-1.2337 -0.701222 0.659164 0.0187471
-1.70499 -0.798195 6.59839 0.0973583
