34.3542 49.2949
34.3542 47.331
34.1884 45.8318
33.483 43.636
33.0991 41.4791
33.0991 39.3434
31.6034 37.7584
31.6034 36.6471
31.376 35.8793
30.0297 35.1859
30.0297 34.9372
27.104 34.6216
27.104 34.2883
26.6808 34.0765
26.6808 33.7655
26.6808 33.5181
25.7009 33.3221
26.6808 33.0518
26.6808 32.6427
23.9517 31.9881
22.9318 31.3039
22.3503 30.3276
22.3503 29.2965
22.3503 28.1897
22.3503 27.5226
21.5933 26.5687
21.5933 25.9612
21.5933 25.4949
21.2805 25.0746
21.085 24.6462
20.8621 24.0941
19.2205 23.4242
19.2205 22.9011
19.2205 22.6636
18.4411 22.5126
18.4411 22.4134
18.4411 22.2829
18.4411 22.1277
18.4411 21.9745
18.4411 21.7753
18.4411 21.6085
18.4411 21.3172
18.4411 21.1172
12.8626 20.6183
12.8626 20.2997
12.8626 20.0462
12.8626 19.6178
12.8626 19.2384
12.3537 18.6326
12.3537 17.9021
12.3537 16.5326
12.1287 15.113
12.1287 13.3777
11.6406 12.8223
11.6406 12.8011
11.2992 12.7804
11.6406 12.7748
11.6406 12.7671
11.6406 12.7247
11.6406 12.7271
11.5401 12.7182
11.5401 12.7307
11.6406 12.7178
10.9656 12.7035
11.0283 12.6847
11.0283 12.6621
11.0283 12.6461
11.6406 12.6286
11.665 12.6309
11.665 12.6148
10.2567 12.5776
10.2567 12.5519
10.2567 12.5122
10.2567 12.4782
10.2567 12.4785
10.2567 12.4562
10.2567 12.4034
10.2567 12.3701
10.2567 12.2972
10.2567 12.2491
10.2567 12.1285
10.2567 11.9447
10.1607 11.7753
10.1607 11.6402
10.1607 11.5189
9.92945 11.3525
9.71768 11.1801
9.71768 10.9355
9.71768 10.7052
9.71768 10.5855
9.04364 10.3765
9.04364 10.3001
9.04364 10.2395
9.04364 10.2371
9.04364 10.2285
9.04364 10.2213
9.04364 10.2067
9.04364 10.1988
9.04364 10.1851
9.04364 10.1713
9.05909 10.1701
9.05909 10.1463
9.34697 10.1278
9.34697 10.105
9.38164 10.0722
9.38164 10.0609
9.3051 10.027
8.20482 10.0153
8.20482 10.0163
8.20482 9.98546
8.20482 9.93066
8.17177 9.883
8.17177 9.81549
8.01848 9.74033
7.98543 9.67499
7.98543 9.55326
7.98543 9.44766
7.98543 9.27094
7.96827 9.06225
7.85572 8.84228
7.85572 8.64594
7.98127 8.45483
7.47931 8.3255
7.47931 8.22191
7.34911 8.19226
7.47931 8.17038
7.47931 8.15321
7.47931 8.13566
7.47931 8.12305
7.34944 8.11462
7.33312 8.09116
7.34944 8.10175
7.34944 8.08529
7.31556 8.07359
7.31556 8.03538
7.31556 8.00206
7.14677 7.9571
6.26904 7.92758
6.26904 7.89283
5.64156 7.87876
6.26904 7.84179
6.26904 7.78667
6.26904 7.7614
6.26904 7.74978
6.236 7.70569
6.26904 7.65216
6.26904 7.57958
6.26904 7.47451
6.08154 7.39447
6.08154 7.29493
6.08154 7.17024
5.89224 6.96216
5.89224 6.83697
5.75876 6.69595
5.75876 6.54967
5.75876 6.37137
5.75876 6.29837
5.5129 6.25157
5.70239 6.24003
5.70239 6.21381
5.70239 6.20236
5.67312 6.19371
5.64665 6.17759
5.64665 6.15341
5.64665 6.14339
5.64665 6.12596
5.13128 6.10355
5.13128 6.08613
5.13128 6.07004
5.13128 6.02146
5.13128 5.99139
5.13128 5.94995
5.13128 5.92652
5.13128 5.8976
5.13128 5.85604
5.13128 5.82183
5.13128 5.77936
5.13128 5.76286
5.04018 5.75969
5.04018 5.74442
5.04018 5.71667
5.04018 5.70292
5.04018 5.65483
5.04018 5.62266
5.04018 5.58169
4.85315 5.53825
4.85315 5.47753
4.85315 5.41523
4.85315 5.35033
4.85315 5.29887
4.85315 5.27848
4.85315 5.25877
4.85315 5.235
4.85315 5.17976
4.85315 5.13445
4.85315 5.11995
4.3799 5.107
4.3799 5.09605
4.3799 5.08996
4.2888 5.07926
4.2888 5.07948
4.2888 5.07163
