-0.0490259 0.683676 -0.746525
-0.0581474 0.81156 5.63973
-0.251712 0.476175 -0.62999
0.229391 1.64721 0.38379
-0.114295 1.23771 -0.894375
0.232465 0.859872 -488.626
0.236998 1.29762 -6.0119
-0.160452 0.367895 -12.7206
0.244483 0.860996 -0.256508
-0.303027 0.879292 -3.28637
0.144883 0.938886 -1.02078
0.112815 1.01485 3.15494
0.200928 1.43194 0.447845
0.0316045 1.16833 -0.990213
0.173015 0.642447 -0.27375
-0.0580191 0.905753 0.777994
0.0958517 0.749751 -0.185818
0.323503 0.993745 -1.0186
-0.151366 0.792682 -0.751473
-0.0513531 0.620523 0.314945
-0.12442 0.918676 -1.30468
-0.0543595 0.825789 1.12619
0.203098 1.01348 0.641502
-0.0637877 0.848016 -3.79441
-0.287914 1.39917 1.53413
0.353728 0.744599 5.89866
-0.214617 1.21791 1.6655
0.210499 1.37349 0.836054
0.312801 0.821324 0.00501444
0.132425 0.823187 -0.104548
-0.0239743 0.906236 3.1644
0.053613 0.841682 0.531195
0.154516 1.01531 -0.481838
0.22723 0.648674 -1.05092
-0.282041 1.30552 0.194002
0.250701 0.801513 -0.358387
0.0523795 1.10779 -1.25023
-0.0624947 1.11733 0.816566
0.182263 1.0993 -2.20662
0.233319 1.42544 1.13925
0.101515 0.657973 -0.224276
-0.0648905 1.26817 -13.7422
-0.0615864 1.1666 -0.863209
-0.0827936 0.699776 0.854414
0.305397 0.838015 0.0909826
-0.0877688 0.934597 2.39843
0.300157 0.494641 -0.288929
-0.123703 0.304118 3.65708
-0.0683669 0.978116 0.174032
0.0510323 1.21299 -0.313959
0.269736 1.50392 -0.416611
0.108884 1.84771 6.92988
0.0124095 1.36877 3.17651
-0.253203 0.58338 0.867885
-0.295279 1.03518 2.08052
-0.284085 1.24079 1.74367
0.0333867 0.855249 1.41379
0.105341 0.54047 3.9226
-0.0167196 0.878663 -25.4691
-0.0745698 0.767693 3.23268
-0.26859 1.04071 53.6958
0.0744831 0.83752 -1.37105
0.345281 1.34876 -0.133711
0.0612672 0.894993 23.0942
-0.152038 0.945892 -0.0867069
-0.141521 0.664546 -0.270252
0.038178 0.923255 -0.736162
0.0681645 1.41751 -0.505129
-0.138166 1.05295 -0.81739
0.103329 0.394993 1.37806
-0.00179336 0.951632 -0.196406
0.269502 0.416846 -3.39791
0.151077 1.02483 -0.777416
0.0299866 0.761487 0.120959
0.248961 1.38267 -19.1912
-0.0520451 1.36256 -1.09835
0.110838 0.815037 -0.184926
0.0315107 1.03118 1.07199
0.100995 0.816965 -1.14122
-0.096596 1.83407 -6.31762
-0.119748 1.06413 1.26753
-0.160691 1.52414 5.295
0.187664 1.00723 2.20416
0.156519 0.863567 0.86039
0.108129 0.556847 -5.34778
0.202646 0.816178 -2.56929
0.173954 0.974205 -0.243939
-0.169521 1.76029 2.94353
0.0137421 0.731096 1.40522
0.314673 0.752229 -1.68864
0.226651 0.744314 -1.57705
0.157359 0.417223 0.743354
0.275563 1.43372 -2.5185
-0.2427 0.959889 4.90256
0.0357276 0.840296 1.81302
0.119794 0.61875 0.751015
0.00738095 0.504941 0.136079
-0.473723 1.11943 -0.046299
-0.0715918 0.976005 5.05923
0.252565 1.58093 -16.2854
0.0577894 1.02239 0.282333
0.136931 0.777 -0.161983
0.0189274 1.0113 -8.43911
-0.207175 0.853607 -2.3089
-0.104418 1.09848 -4.11374
-0.299944 1.45933 0.216587
0.188566 0.683906 -2.77056
0.281764 1.07683 -0.575011
0.0201788 1.98315 0.254155
-0.00347551 1.14113 0.858586
-0.207898 0.783997 9.55347
-0.315452 0.999045 -0.076726
0.162751 0.83259 -3.22703
-0.0317517 1.2051 -5.03174
-0.261612 0.854459 4.4727
-0.0905675 0.816955 4.64708
0.120282 1.00534 -1.87219
0.0821697 0.756192 -0.634527
-0.405687 0.822471 -1.04116
0.0710453 1.61697 1.91342
-0.10864 1.38157 11.2177
0.313045 0.802968 0.393627
0.212989 1.08007 4.61427
-0.0431566 0.973061 0.617892
-0.140924 0.914544 3.53
-0.37017 1.32023 0.800257
-0.111451 0.668369 -1.53937
0.119861 1.02048 0.184604
0.29293 1.4623 -2.36772
-0.140457 0.886746 0.0886128
-0.208483 0.944747 -47.7804
0.0348952 0.787727 -1.46247
-0.181749 1.09156 44.982
-0.158449 0.752556 0.200695
0.24025 1.05924 -0.444314
-0.180643 0.927058 0.332439
-0.0718282 1.00628 0.744107
0.0742725 1.60854 -0.130551
0.0155673 0.795083 -0.147191
-0.265934 0.623466 0.87453
